Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015_x,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015,Pass_Winter_2015_y,actual_y,predicted_label,predicted_proba
65,CO,5852.0,848.0,2664.0,20,10.0,1,1024591,59.0,0.0,417.0,0.0,0.0,0.0,1879.99,3695.99,4519.99,4,3,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,2,0,0,1,1,1,0.93548924
58,CO,580.14,497.14,580.14,2,4.83,1,1028501,0.0,0.0,0.0,0.0,83.0,0.0,854.54,1434.68,1434.68,5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0.6952812
47,CO,6406.4,239.0,1111.0,8,10.0,1,1034599,0.0,529.2,617.4,0.0,872.0,239.0,417.0,1289.0,3321.4,8,7,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0.07138007
56,CO,3070.44,246.92,889.68,0,9.85,1,1071715,120.0,27.0,5.52,453.0,69.0,0.0,4139.52,12324.24,14854.24,6,3,3,0,1,0,0,0,0,5,5,7,3,2,4,0,0,0,0,26,0,0,0,0.092102215
40,CO,9571.0,3093.0,7927.0,25,0.0,1,1071922,0.0,0.0,0.0,16.13,0.0,0.0,3093.0,7927.0,9571.0,4,2,2,0,0,0,1,1,1,1,2,1,0,3,1,0,0,0,0,8,1,1,1,0.9530431
27,CO,531.0,393.0,531.0,6,10.0,1,1062220,0.0,0.0,0.0,0.0,138.0,0.0,393.0,1000.0,1000.0,5,5,0,0,0,0,0,0,1,3,2,2,0,1,4,0,0,0,0,12,1,1,1,0.75930953
56,CO,1236.0,0.0,529.0,2,10.0,1,1050326,0.0,0.0,149.0,0.0,0.0,0.0,184.0,713.0,713.0,3,3,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0.017149732
58,CO,11519.69,6677.67,8913.69,30,9.04,1,1072199,354.0,298.0,298.0,475.0,366.0,457.0,6677.67,9096.01,11106.01,2,2,0,0,1,1,1,1,1,5,2,2,0,0,4,0,0,0,0,13,1,1,1,0.96543205
60,CO,1833.0,98.0,1486.0,8,2.74,1,1077113,0.0,149.0,149.0,0.0,0.0,0.0,98.0,1486.0,1535.0,1,1,0,0,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,4,1,1,0,0.38813245
57,CO,5297.34,1007.0,2479.34,21,10.0,1,1077129,0.0,0.0,138.0,0.0,0.0,0.0,1007.0,3572.71,4538.71,5,2,3,0,1,1,1,1,1,4,3,2,0,0,3,0,0,3,0,9,1,1,1,0.958743
60,CO,11422.44,2034.91,5728.74,43,9.76,1,1077631,637.0,138.0,503.0,59.0,0.0,0.0,2182.66,5955.97,6745.58,3,3,0,1,1,1,1,1,1,3,0,1,0,4,5,0,0,0,0,13,1,1,1,0.9734394
49,CO,28990.23,6681.25,14910.94,122,10.0,1,1078224,150.0,150.0,202.0,150.0,0.0,75.0,7590.05,20237.27,21533.59,4,2,2,0,0,0,0,0,1,9,5,4,1,5,5,0,0,0,0,29,1,1,1,0.5892085
63,CO,4733.27,404.59,3292.27,13,10.0,1,1059416,626.0,447.0,477.0,980.0,705.0,716.0,114.85,2682.21,3963.21,4,4,0,0,0,0,0,1,0,0,1,3,1,0,2,0,0,3,0,4,0,0,1,0.7743519
67,CO,1623.91,0.0,1027.91,5,10.0,1,1068422,0.0,0.0,298.0,534.0,0.0,0.0,0.0,1027.91,1325.91,3,3,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,4,0,0,0,0.03873088
48,CO,19615.14,773.67,8911.97,37,9.68,1,1068856,671.44,0.0,251.0,0.0,69.0,258.0,594.67,9132.57,9770.95,8,4,4,1,1,1,1,1,1,8,7,2,0,6,5,0,0,0,0,28,1,1,1,0.9088952
60,CO,3303.25,289.25,1173.25,18,10.0,1,1078476,59.0,485.0,158.0,59.0,276.0,0.0,469.25,3100.25,3327.25,3,2,1,0,1,0,0,1,0,2,1,0,3,0,7,0,0,0,0,13,0,0,0,0.48688534
68,CO,1545.24,89.7,281.33,29,10.0,1,1079210,0.0,0.0,0.0,59.0,0.0,0.0,1095.98,3121.96,3298.96,3,3,0,0,1,1,0,0,0,1,3,1,0,0,6,0,0,6,0,5,0,0,0,0.08786581
59,CO,7658.72,1925.36,2283.52,10,0.0,1,1069824,0.0,0.0,198.0,0.0,278.0,943.0,1925.36,2283.52,3196.72,3,2,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0.7609849
19,CO,783.11,0.0,434.72,20,0.0,1,1070921,0.0,0.0,0.0,413.0,0.0,0.0,0.0,3096.79,3278.37,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.04368891
56,CO,4310.16,985.0,1364.0,30,0.0,1,1071414,0.0,149.0,0.0,0.0,0.0,0.0,1254.9,2604.88,3202.88,5,5,0,1,1,1,1,0,1,1,6,1,0,0,0,0,0,6,0,2,1,1,1,0.7162834
38,CO,2399.54,125.49,793.54,42,10.0,1,1072248,149.0,0.0,0.0,59.0,276.0,0.0,4877.19,13872.51,13872.51,10,5,5,0,1,1,0,0,0,8,7,7,1,1,3,0,0,0,0,27,0,0,0,0.07846949
63,CO,6633.84,1897.88,3722.84,16,0.0,1,1089586,59.0,0.0,0.0,0.0,0.0,0.0,1940.88,3765.84,4343.84,4,4,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0.97042006
56,CO,2050.27,594.0,1631.27,9,10.0,1,1090658,0.0,0.0,0.0,0.0,0.0,0.0,594.0,1631.27,2050.27,1,1,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,3,1,1,1,0.8908719
27,CO,3807.25,1296.0,3609.41,10,9.09,1,1091224,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,3786.82,3786.82,2,2,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0.9360851
51,CO,646.0,0.0,288.0,2,10.0,1,1100341,139.0,0.0,0.0,0.0,288.0,0.0,0.0,288.0,288.0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.017186195
37,CO,2893.86,449.0,518.0,4,10.0,1,1075758,118.0,262.0,69.0,0.0,69.0,0.0,449.0,518.0,589.75,3,3,0,1,1,1,0,0,1,3,0,3,0,0,0,0,0,0,0,6,1,1,1,0.7310436
55,CO,3597.94,368.0,1548.94,8,0.0,1,1100745,118.0,516.0,377.0,97.0,276.0,358.0,10.0,1707.07,1812.31,7,7,0,1,1,0,0,1,0,2,1,4,1,0,5,0,0,0,0,13,0,0,1,0.6371215
77,CO,2595.22,368.84,1079.22,15,6.79,1,1102372,916.0,0.0,0.0,0.0,0.0,0.0,787.84,1498.22,1547.22,4,3,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.824895
68,CO,9594.48,40.27,1101.71,10,9.43,1,1078439,0.0,0.0,0.0,280.0,0.0,0.0,40.27,1101.71,1101.71,9,7,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.24873017
59,CO,3288.46,659.74,1144.46,7,10.0,1,1077235,0.0,676.0,0.0,0.0,0.0,0.0,659.74,1144.46,1144.46,4,4,0,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,5,1,1,1,0.8291461
47,CO,2803.27,18.79,212.27,20,10.0,1,1104703,59.0,0.0,0.0,0.0,138.0,0.0,1397.79,3393.39,4750.55,8,3,5,0,1,1,0,0,0,0,0,5,0,0,2,0,0,0,0,7,0,0,0,0.04503865
67,CO,5603.9,1006.94,2091.9,17,9.62,1,1079250,0.0,0.0,0.0,0.0,0.0,0.0,1167.31,2494.48,3372.48,2,2,0,0,1,1,1,1,1,0,1,1,0,0,2,0,0,0,0,4,1,1,1,0.95562357
42,CO,3034.88,469.0,1327.0,12,10.0,1,1078054,0.0,0.0,0.0,0.0,0.0,0.0,469.0,1327.0,1376.0,2,1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0.9238832
76,CO,4070.74,0.0,1172.74,8,0.0,1,1078353,0.0,0.0,0.0,0.0,138.0,0.0,0.0,1172.74,1172.74,1,1,0,0,1,1,0,0,0,7,3,1,1,0,3,0,0,0,0,15,0,0,0,0.28779906
56,CO,3020.42,49.0,1454.42,15,6.89,1,1078455,0.0,0.0,0.0,472.0,0.0,0.0,49.0,1454.42,1873.42,1,1,0,1,1,1,1,1,1,3,5,0,0,0,5,0,0,0,0,13,1,1,1,0.59564465
54,CO,1230.52,586.81,1230.52,19,0.0,1,1115383,0.0,0.0,0.0,0.0,328.0,179.0,1292.0,2938.05,3866.05,4,3,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,4,1,1,1,0.859452
69,CO,3415.85,957.96,1405.85,3,10.0,1,1079475,278.0,298.0,0.0,596.0,636.0,716.0,199.0,1604.85,2200.85,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.39675573
62,CO,1109.02,940.02,1109.02,6,0.0,1,1089362,0.0,0.0,0.0,159.0,0.0,0.0,1486.62,2161.7,3361.7,3,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,4,1,1,1,0.7357188
49,CO,18360.21,2989.89,9032.44,86,9.87,0,1078688,0.0,118.0,0.0,577.0,79.0,0.0,6516.18,14948.74,15927.6,5,3,2,0,1,1,1,1,1,8,11,5,0,2,13,0,0,39,0,0,1,1,1,0.96054596
24,CO,1206.68,475.94,1206.68,4,10.0,0,1094024,0.0,0.0,0.0,0.0,276.0,0.0,475.94,1206.68,1206.68,1,1,0,0,0,0,0,1,1,0,1,7,0,0,0,0,0,0,0,8,1,1,1,0.91474885
44,CO,5000.11,1578.0,3146.11,12,10.0,1,1123582,0.0,149.0,0.0,0.0,0.0,0.0,1584.58,3152.69,4428.69,3,1,2,0,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,4,1,1,1,0.9548755
57,CO,3037.52,996.0,2550.0,22,10.0,1,1123909,0.0,0.0,0.0,149.0,0.0,557.0,1458.61,4705.08,8261.37,7,7,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0.9053325
89,CO,2367.42,359.34,1063.42,5,5.15,1,1124250,0.0,149.0,149.0,149.0,218.0,0.0,359.34,924.31,1422.31,2,2,0,0,1,1,1,1,1,1,0,2,2,0,2,0,0,0,0,7,1,1,1,0.84524184
60,CO,1393.5,682.05,1393.5,26,10.0,1,1100442,0.0,0.0,0.0,0.0,0.0,0.0,1705.05,2623.5,2623.5,3,3,0,0,0,0,0,1,1,2,1,2,4,1,3,0,0,0,0,13,1,1,1,0.9343457
59,CO,2400.43,34.15,1364.43,8,0.0,1,1100837,278.0,0.0,0.0,0.0,0.0,0.0,34.15,1364.43,1753.43,2,2,0,0,1,1,1,1,1,2,4,2,1,0,0,0,0,0,0,9,1,1,1,0.50385773
51,CO,17032.75,2365.0,5150.6,47,10.0,1,1101382,589.87,369.0,385.0,140.0,0.0,0.0,2490.38,7293.64,8748.28,10,3,7,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,4,1,1,1,0.9692311
60,CO,1145.0,0.0,927.0,8,5.51,1,1102471,0.0,0.0,169.0,118.0,0.0,0.0,0.0,927.0,1145.0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.18608557
47,CO,1650.85,350.0,947.85,7,10.0,1,1102391,395.0,169.0,0.0,149.0,0.0,0.0,350.0,798.85,947.85,2,1,1,0,0,0,0,1,1,1,1,0,1,0,3,0,0,0,0,6,1,1,0,0.43870702
59,CO,1536.3,400.0,1387.3,8,10.0,1,1103625,149.0,0.0,0.0,0.0,427.0,328.0,589.74,1020.04,1577.04,3,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,1,0,0,1,0.6161116
47,CO,3653.45,103.33,1263.11,21,10.0,1,1106035,354.0,152.25,0.0,354.0,0.0,0.0,1546.21,4144.93,5711.55,3,2,1,0,1,1,1,1,1,5,2,2,1,1,0,0,0,0,0,11,1,1,0,0.36850864
71,CO,7959.38,1074.12,3246.55,55,0.0,0,1127599,0.0,429.0,0.0,0.0,0.0,0.0,1074.12,3246.55,3416.02,1,1,0,0,1,1,1,1,1,17,7,14,0,0,10,0,0,48,0,0,1,1,1,0.9767536
56,CO,8235.77,285.4,5581.77,17,10.0,1,1103037,0.0,0.0,0.0,158.0,237.0,0.0,99.0,6080.77,6378.77,5,5,0,0,1,1,1,1,1,0,3,3,0,0,5,0,0,11,0,0,1,1,0,0.38894087
43,CO,3108.94,954.0,2091.94,28,9.83,0,1130014,416.0,138.0,463.0,804.0,12.0,0.0,2025.02,4126.5,4440.5,3,2,1,0,0,0,1,0,1,3,2,1,0,0,4,0,0,0,0,10,1,1,1,0.7066195
39,CO,3144.0,0.0,636.0,4,10.0,1,1130268,354.0,0.0,298.0,318.0,318.0,0.0,0.0,636.0,1017.32,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.012435714
53,CO,10865.28,2346.51,5123.28,28,0.0,1,1130407,236.0,595.0,0.0,118.0,0.0,0.0,2596.66,5567.24,5763.24,5,3,2,1,1,1,1,1,1,1,1,6,0,0,3,0,0,1,0,10,1,1,1,0.9786098
46,CO,3106.49,847.0,1736.37,6,0.0,1,1115200,0.0,0.0,79.0,0.0,0.0,0.0,847.0,1736.37,3071.37,3,2,1,0,0,1,0,1,1,2,2,2,0,3,3,0,0,0,0,12,1,1,1,0.90173274
30,CO,1235.76,87.22,750.76,42,9.67,1,1118585,0.0,0.0,0.0,0.0,0.0,0.0,605.56,1269.1,1582.1,3,3,0,0,1,1,0,1,0,8,13,8,2,3,6,0,0,0,0,40,0,0,0,0.33185634
52,CO,3691.8,1342.09,3493.8,9,0.0,1,1118944,0.0,0.0,258.0,0.0,100.0,133.0,1342.09,3519.0,3717.0,3,1,2,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,5,1,1,1,0.90933675
51,CO,1228.0,0.0,509.0,17,0.0,1,1130911,0.0,69.0,149.0,0.0,0.0,0.0,998.0,4013.54,4013.54,5,3,2,1,1,0,0,1,0,2,3,0,2,0,0,0,0,0,0,7,0,0,0,0.035515197
62,CO,5722.0,98.0,2610.0,9,0.0,1,1106148,0.0,0.0,0.0,118.0,0.0,0.0,98.0,2669.0,3507.0,2,2,0,1,1,1,1,1,1,3,1,1,0,0,4,0,0,0,0,9,1,1,1,0.5220939
75,CO,5403.28,638.0,1530.22,18,10.0,1,1106196,0.0,149.0,0.0,0.0,0.0,0.0,675.13,2382.67,3141.67,2,2,0,0,1,1,1,1,1,0,5,1,0,0,0,0,0,0,0,6,1,1,1,0.9850513
37,CO,3352.88,499.0,1397.0,21,10.0,1,1111427,295.0,138.0,79.0,59.0,0.0,0.0,1437.0,5575.96,5801.96,5,5,0,1,0,0,1,0,1,1,2,0,3,0,2,0,0,0,0,8,1,1,1,0.7277227
46,CO,1307.0,1049.0,1307.0,7,0.0,1,1120775,0.0,0.0,0.0,0.0,159.0,0.0,1049.0,1307.0,1307.0,2,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,0,1,1,1,0.8363675
82,CO,2064.54,403.54,1058.54,14,1.25,1,1121787,0.0,0.0,0.0,0.0,207.0,0.0,403.54,1417.54,1466.54,2,2,0,0,1,1,1,1,1,0,6,3,0,0,0,0,0,6,0,3,1,1,1,0.97189593
66,CO,3067.34,16.62,1103.34,20,0.0,1,1123512,59.0,0.0,149.0,177.0,0.0,0.0,597.79,2238.97,3116.97,3,2,1,0,0,1,1,1,0,7,4,2,0,0,0,0,0,0,0,13,0,0,0,0.43721768
42,CO,3330.34,467.48,1491.18,11,0.0,1,1123696,59.0,0.0,0.0,0.0,0.0,0.0,467.48,1491.18,1880.18,1,1,0,1,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,6,1,1,1,0.973571
27,CO,4751.0,1807.0,3402.0,19,8.02,1,1135557,0.0,0.0,0.0,158.0,0.0,0.0,2105.0,4499.0,8141.0,3,3,0,0,0,1,0,1,1,3,1,1,0,0,0,0,0,5,0,0,1,1,1,0.9510421
46,CO,4160.24,0.0,656.03,33,0.0,1,1124682,177.0,27.24,0.0,0.0,621.0,0.0,567.0,4447.61,4663.61,6,4,2,1,1,0,0,0,0,2,1,3,1,2,9,0,0,0,0,18,0,0,0,0.04731714
35,CO,2937.96,938.0,2762.96,12,10.0,1,1125765,0.0,0.0,0.0,0.0,0.0,0.0,938.0,2762.96,2900.96,3,2,1,0,0,0,1,1,1,3,0,0,1,0,1,0,0,2,0,3,1,1,1,0.9212531
41,CO,4050.83,1795.0,2007.14,18,0.0,1,1138822,354.0,276.0,79.0,0.0,0.0,298.0,1795.0,1732.14,2086.14,5,1,4,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9724015
64,CO,4579.0,569.0,1915.0,17,8.61,1,1129077,0.0,0.0,0.0,129.0,129.0,0.0,1679.88,3880.56,4428.56,4,4,0,1,1,1,1,1,1,0,0,0,0,0,2,0,0,2,0,0,1,1,1,0.89557594
46,CO,15357.03,2370.43,7377.03,85,9.09,1,1139067,454.0,138.0,395.0,149.0,345.0,0.0,2370.43,7381.95,8806.95,8,3,5,1,1,1,1,1,1,19,8,9,12,2,10,0,0,0,0,60,1,1,1,0.9771558
61,CO,2767.23,0.0,793.23,18,0.0,1,1139326,0.0,0.0,149.0,354.0,0.0,0.0,889.3,2689.18,2758.18,3,3,0,1,1,1,1,0,0,4,1,2,2,0,1,0,0,0,0,10,0,0,0,0.1092853
52,CO,2114.19,15.14,596.32,8,0.0,1,1130062,35.2,276.0,297.0,208.0,169.0,179.0,15.14,447.32,744.32,2,2,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0.07919125
75,CO,4100.41,430.07,2338.41,48,0.0,1,1130530,0.0,0.0,298.0,388.0,119.0,0.0,1671.01,5978.2,6177.41,8,5,3,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,3,1,1,1,0.94348156
54,CO,7856.02,0.0,3059.02,15,7.56,1,1127886,519.0,138.0,0.0,0.0,276.0,0.0,0.0,3768.02,3768.02,4,4,0,0,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0.31088498
41,CO,4669.99,0.0,1935.24,10,10.0,1,1130729,333.0,0.0,0.0,150.0,69.0,0.0,0.0,2164.74,3472.87,7,3,4,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,4,0,0,0,0.1791418
34,CO,1773.0,698.0,1724.0,14,0.0,1,1142316,0.0,0.0,0.0,59.0,138.0,199.0,1118.0,3178.34,3296.34,2,2,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,3,0,0,1,0.9056069
42,CO,5581.47,979.13,2040.47,16,10.0,1,1130833,59.0,0.0,0.0,59.0,0.0,0.0,979.13,2040.47,2948.47,4,3,1,1,1,1,1,1,1,0,2,0,0,0,3,0,0,0,0,5,1,1,1,0.9518384
40,CO,2230.84,1358.74,1942.84,10,6.65,1,1142752,0.0,0.0,149.0,179.0,219.0,258.0,1358.74,1948.8,2097.8,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.810217
32,CO,2594.13,539.0,1467.0,11,10.0,1,1143461,0.0,0.0,0.0,0.0,0.0,0.0,539.0,1467.0,1746.13,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0.93149036
41,CO,3997.03,1342.83,3997.03,19,10.0,1,1144479,0.0,0.0,0.0,0.0,138.0,0.0,1342.83,3997.03,3997.03,10,7,3,0,0,0,0,1,1,2,5,9,3,5,6,0,0,2,0,28,1,1,1,0.9466334
58,CO,6570.27,1282.39,2279.39,6,10.0,1,1146328,0.0,69.0,100.0,0.0,0.0,0.0,1282.39,2279.39,3328.39,2,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,3,1,1,1,0.93161863
47,CO,4354.29,919.0,2811.56,21,10.0,0,1130948,0.0,0.0,43.0,0.0,42.0,0.0,919.0,3068.3,3801.74,3,1,2,0,0,1,1,1,1,1,6,5,2,0,4,0,0,0,0,18,1,1,1,0.9610326
54,CO,14001.14,2611.9,8313.6,87,8.81,1,1131266,477.0,0.0,0.0,59.0,0.0,0.0,3548.94,10563.32,11106.93,7,5,2,0,1,1,1,1,1,3,5,0,0,1,4,0,0,0,0,13,1,1,1,0.96981704
75,CO,5089.0,629.0,2395.0,7,0.0,0,1131069,0.0,0.0,0.0,0.0,238.0,0.0,629.0,2395.0,3223.0,2,2,0,0,1,0,1,0,1,0,2,3,0,0,0,0,0,0,0,5,1,1,1,0.8215186
40,CO,893.0,0.0,893.0,6,0.0,0,1131151,0.0,0.0,0.0,50.0,0.0,0.0,798.0,1691.0,1773.0,3,3,0,0,0,0,1,1,0,6,5,5,6,2,9,0,0,0,0,33,0,0,0,0.13635768
63,CO,2520.0,0.0,878.0,2,10.0,1,1131868,177.0,0.0,138.0,0.0,0.0,0.0,0.0,878.0,1016.0,4,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02999843
53,CO,1315.0,537.0,1315.0,3,0.0,1,1146621,0.0,0.0,0.0,0.0,0.0,537.0,537.0,1315.0,1315.0,4,3,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0.7440455
58,CO,2273.05,0.0,471.05,5,10.0,1,1148209,177.0,0.0,0.0,248.0,0.0,0.0,0.0,471.05,1208.05,1,1,0,1,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0.021501293
45,CO,378.0,0.0,378.0,15,10.0,1,1133048,0.0,0.0,0.0,0.0,318.0,0.0,2501.38,4285.56,4285.56,4,2,2,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,5,0,0,0,0.030683113
17,CO,2791.87,124.51,1737.22,138,6.81,1,1135257,0.0,0.0,0.0,0.0,621.0,0.0,5315.47,23390.13,27863.07,6,4,2,0,1,0,0,0,0,9,5,22,2,6,10,0,0,6,0,48,0,0,0,0.08491045
38,CO,2151.49,828.0,1357.49,33,7.69,1,1170201,298.0,0.0,0.0,555.0,0.0,0.0,2010.72,5389.29,5885.29,8,4,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0.80209947
44,CO,1777.35,0.0,1777.35,14,10.0,1,1170360,0.0,0.0,0.0,377.0,256.0,0.0,552.0,3070.76,3070.76,7,6,1,0,0,0,0,1,0,6,0,2,0,2,4,0,0,0,0,14,0,0,0,0.18268238
46,CO,9424.85,935.0,6140.94,28,0.0,1,1134697,59.0,0.0,0.0,0.0,0.0,95.0,3781.07,13216.17,13344.17,4,2,2,0,1,0,0,1,1,5,5,2,0,1,2,0,0,0,0,15,1,1,1,0.84828025
45,CO,6480.48,276.56,4214.42,65,10.0,1,1178137,0.0,0.0,254.0,118.0,0.0,158.0,2187.02,8826.21,10116.1,10,5,5,0,0,0,1,1,0,3,3,4,0,1,6,0,0,3,0,14,0,0,0,0.39138865
55,CO,7010.77,1154.1,2750.77,21,10.0,1,1136215,646.0,338.0,200.0,385.0,477.0,537.0,2427.51,3636.18,5493.18,5,2,3,0,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,7,1,1,1,0.95885444
48,CO,9744.73,1117.01,4365.83,35,9.25,1,1137483,0.0,606.0,0.0,118.0,0.0,0.0,1327.01,4865.29,6410.08,6,4,2,1,1,1,1,1,1,3,0,0,0,0,3,0,0,0,0,6,1,1,1,0.97227424
40,CO,5543.46,734.51,5543.46,21,10.0,1,1138357,0.0,0.0,0.0,787.0,858.0,0.0,774.82,6059.5,6059.5,4,2,2,0,0,0,1,1,1,0,1,9,0,0,0,0,0,0,0,10,1,1,1,0.80838054
78,CO,2153.16,614.8,1408.16,15,10.0,1,1139173,0.0,0.0,0.0,97.0,69.0,219.0,614.8,1408.16,1496.16,2,2,0,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,3,1,1,1,0.97917867
63,CO,1091.12,71.1,962.12,9,0.0,1,1139314,0.0,0.0,0.0,0.0,279.0,0.0,71.1,962.12,962.12,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,1,1,0,0.3856221
36,CO,1578.0,0.0,698.0,2,6.03,1,1182176,0.0,0.0,0.0,0.0,258.0,0.0,0.0,698.0,1158.0,2,2,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0.01561586
37,CO,2966.0,0.0,2021.0,9,6.65,1,1140986,0.0,169.0,327.0,676.0,207.0,0.0,0.0,2780.0,3107.0,2,2,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0.16386068
72,CO,2193.61,342.21,1804.61,10,0.0,1,1141974,0.0,0.0,0.0,80.0,0.0,0.0,342.21,1804.61,2193.61,4,2,2,0,0,0,1,1,1,0,2,4,3,0,0,0,0,0,0,9,1,1,1,0.799095
53,CO,1770.0,0.0,827.0,3,7.5,1,1143946,198.0,447.0,298.0,298.0,0.0,0.0,0.0,827.0,827.0,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.019254658
63,CO,3521.04,611.24,2585.23,22,5.26,1,1147163,0.0,0.0,149.0,236.0,345.0,0.0,611.24,2585.23,3027.99,1,1,0,0,0,0,1,1,1,12,3,1,0,2,2,0,0,0,0,20,1,1,1,0.937601
39,CO,3289.88,997.88,1953.88,15,10.0,1,1191702,59.0,0.0,0.0,0.0,0.0,0.0,997.88,1904.88,1973.88,4,1,3,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0.9480321
56,CO,2710.91,0.0,0.0,7,10.0,1,1194583,566.0,8.04,0.0,0.0,0.0,0.0,0.0,2041.48,2041.48,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.022096116
57,CO,10110.0,2145.0,5427.0,27,9.78,1,1198704,0.0,0.0,79.0,0.0,69.0,0.0,2151.58,5612.15,5966.15,5,5,0,0,1,1,1,1,1,0,2,1,0,0,3,0,0,3,0,3,1,1,1,0.9751135
61,CO,9866.23,3276.0,5666.23,30,0.0,1,1146373,1013.0,307.0,296.0,59.0,276.0,0.0,3298.97,8192.51,8897.66,4,2,2,1,1,0,0,1,1,3,2,4,0,0,7,0,0,0,0,16,1,1,1,0.95083517
29,CO,1111.46,420.0,1111.46,14,5.84,1,1163752,0.0,0.0,0.0,0.0,138.0,0.0,420.0,1745.1,1745.1,3,3,0,0,0,0,0,1,1,1,4,5,0,1,0,0,0,0,0,11,1,1,1,0.947246
55,CO,2987.0,469.0,1622.0,13,10.0,1,1171892,0.0,0.0,79.0,295.0,0.0,0.0,469.0,1622.0,1750.0,1,1,0,0,1,1,1,1,1,3,2,1,3,1,3,0,0,0,0,13,1,1,1,0.9714371
