Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015_x,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015,Pass_Winter_2015_y,actual_y,predicted_label,predicted_proba
24,CO,488.0,429.0,429.0,15,5.91,1,1040562,59.0,0.0,0.0,0.0,0.0,0.0,911.11,2211.8,2211.8,5,5,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,6,1,1,1,0.8738916
49,CO,4984.65,137.46,799.37,12,10.0,1,1040603,995.0,0.0,916.96,436.0,0.0,79.0,376.89,1564.52,4089.89,4,2,2,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0.08409121
52,CO,3273.52,458.51,2625.52,24,9.8,1,1040605,0.0,286.0,362.0,236.0,207.0,381.0,855.51,2553.84,3404.84,5,3,2,0,0,0,1,1,1,1,0,3,2,0,3,0,0,0,0,9,1,1,1,0.9175019
66,CO,5652.44,997.88,3098.44,17,10.0,1,1028365,0.0,0.0,0.0,59.0,138.0,0.0,997.88,4808.33,4946.33,2,2,0,0,1,1,0,1,1,4,2,4,0,0,0,0,0,3,0,7,1,1,1,0.963876
49,CO,12985.0,1865.0,6663.0,16,10.0,1,1067519,0.0,0.0,0.0,0.0,0.0,199.0,2014.0,4951.0,7364.0,7,6,1,0,1,1,1,1,1,1,0,2,1,2,3,0,0,0,0,9,1,1,1,0.9758304
25,CO,1023.15,478.0,1023.15,8,10.0,1,1050054,0.0,0.0,0.0,99.0,0.0,0.0,478.0,1023.15,1023.15,1,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,4,1,1,1,0.90825295
26,CO,1728.0,449.0,1508.0,16,10.0,1,1035033,0.0,0.0,0.0,200.0,0.0,0.0,869.0,2925.0,2925.0,4,4,0,0,0,1,1,1,1,4,3,1,0,0,2,0,0,6,0,4,1,1,1,0.92127675
74,CO,1757.62,475.94,1459.62,4,0.0,1,1071340,298.0,0.0,0.0,0.0,0.0,0.0,475.94,1459.62,1459.62,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.8114517
68,CO,295.88,157.88,226.88,14,10.0,1,1052235,0.0,0.0,69.0,0.0,69.0,0.0,1006.94,2979.9,3186.9,4,4,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,6,0,0,0,0.12405152
47,CO,5814.71,2278.22,3519.71,70,10.0,1,1040549,0.0,0.0,0.0,29.0,0.0,0.0,9143.05,18404.59,20705.49,6,2,4,0,0,1,0,1,1,2,6,4,0,0,0,0,0,2,0,10,1,1,1,0.87068063
23,CO,665.0,379.0,517.0,4,0.0,1,1059173,0.0,69.0,79.0,118.0,0.0,0.0,379.0,517.0,596.0,1,1,0,0,0,0,0,1,1,2,2,3,1,0,0,0,0,0,0,8,1,1,1,0.61594385
69,CO,3723.82,420.0,1797.82,19,0.0,1,1061529,177.0,345.0,158.0,0.0,0.0,0.0,1887.57,4109.83,4410.24,8,7,1,0,0,1,1,1,1,2,2,0,1,0,4,0,0,0,0,9,1,1,1,0.9374038
58,CO,2753.78,1677.29,2386.78,24,0.0,1,1046767,0.0,0.0,367.0,0.0,0.0,0.0,1878.15,3562.82,4095.03,4,4,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,5,1,1,1,0.9394743
81,CO,2976.66,379.0,2103.66,13,10.0,1,1073385,118.0,0.0,0.0,0.0,0.0,179.0,379.0,2103.66,2620.94,3,3,0,0,1,1,1,1,1,4,5,2,3,0,4,0,0,0,0,18,1,1,1,0.95199645
32,CO,3373.16,429.0,1286.0,6,10.0,1,1077270,0.0,0.0,149.0,0.0,69.0,0.0,429.0,1286.0,1655.0,2,1,1,1,1,1,1,1,1,6,4,0,0,0,1,0,0,0,0,11,1,1,1,0.9567918
31,CO,3590.0,919.0,1974.0,27,0.0,1,1077572,0.0,0.0,0.0,498.0,69.0,0.0,1024.29,2247.94,3175.94,4,3,1,0,1,1,0,1,1,2,1,0,0,0,4,0,0,0,0,7,1,1,1,0.9548819
51,CO,7818.34,1294.01,3294.52,32,0.0,1,1078367,33.2,0.0,0.0,0.0,0.0,0.0,1393.36,3435.92,4486.84,6,2,4,1,1,1,1,1,1,6,3,4,0,1,2,0,0,0,0,16,1,1,1,0.9757159
78,CO,2419.9,469.0,1985.28,10,5.29,1,1068529,0.0,0.0,138.0,295.0,318.0,0.0,469.0,1985.28,2419.9,3,3,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,3,0,0,1,1,1,0.74863464
51,CO,3366.14,1027.14,2020.14,13,8.34,1,1068599,0.0,0.0,0.0,0.0,59.0,0.0,1027.14,2020.14,2089.14,1,1,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0.95940876
63,CO,4967.75,877.94,2988.75,0,9.84,1,1068704,0.0,298.0,375.0,236.0,187.0,0.0,1790.94,4316.1,5664.1,5,5,0,0,1,1,1,1,1,1,0,1,0,3,1,0,0,4,0,2,1,1,1,0.8249246
60,CO,2138.97,0.0,1271.16,3,7.65,1,1078974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.16,1271.16,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.03311893
36,CO,979.83,0.0,0.0,6,2.31,1,1066168,0.0,200.0,100.0,0.0,0.0,0.0,1037.0,1814.0,1814.0,2,2,0,0,1,1,0,0,0,4,3,2,1,2,0,0,0,0,0,12,0,0,0,0.036523327
74,CO,1266.0,330.0,1117.0,10,10.0,1,1067358,0.0,0.0,149.0,0.0,0.0,0.0,330.0,1117.0,1286.0,4,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7186608
27,CO,2339.4,1128.03,1920.4,23,10.0,1,1082704,0.0,0.0,0.0,0.0,0.0,0.0,1431.03,3404.42,3823.42,6,6,0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,3,0,1,1,1,1,0.9390013
53,CO,8414.84,1148.0,4846.08,27,0.0,1,1085578,149.0,169.0,149.0,0.0,298.0,597.0,1176.73,5136.98,6903.61,4,3,1,1,1,1,1,1,1,3,2,3,2,3,2,0,0,2,0,13,1,1,1,0.9751735
17,CO,2359.73,20.38,1485.73,0,10.0,1,1070898,0.0,0.0,0.0,0.0,0.0,0.0,4139.52,12324.24,14854.24,6,3,3,0,0,1,1,0,0,5,5,5,3,3,5,0,0,0,0,26,0,0,0,0.11763832
37,CO,2236.54,587.55,2236.54,23,0.0,1,1099848,0.0,0.0,0.0,162.0,132.0,0.0,587.55,2236.54,2236.54,3,1,2,0,0,0,0,1,1,1,4,2,1,0,0,0,0,0,0,8,1,1,1,0.9186589
48,CO,4537.07,1248.72,2167.23,25,0.0,1,1100082,0.0,596.0,149.0,0.0,0.0,0.0,2012.29,5440.18,5676.72,5,5,0,0,1,1,1,0,1,3,2,1,1,0,0,0,0,0,0,7,1,1,1,0.7994526
64,CO,1109.68,7.03,132.68,27,0.0,0,1074831,0.0,0.0,79.0,118.0,0.0,0.0,903.03,4846.1,7830.1,5,5,0,0,1,1,0,0,0,12,9,7,1,2,4,0,0,0,0,35,0,0,0,0.057495605
34,CO,985.0,0.0,279.0,19,10.0,1,1100927,0.0,69.0,217.0,59.0,0.0,0.0,1317.39,2441.91,3929.21,7,7,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0.025776912
47,CO,4306.0,0.0,1494.0,4,0.0,1,1072755,0.0,0.0,79.0,0.0,207.0,0.0,0.0,1494.0,3318.0,5,2,3,0,1,1,0,1,0,6,0,1,0,0,1,0,0,3,0,5,0,0,0,0.037557997
50,CO,1164.62,498.94,1164.62,15,10.0,1,1073958,0.0,0.0,0.0,49.0,0.0,0.0,1176.88,2382.1,2382.1,2,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,1,1,1,0.91874784
28,CO,3069.51,675.51,1293.51,6,7.36,1,1074310,59.0,0.0,407.0,0.0,69.0,0.0,675.51,1293.51,2160.51,1,1,0,1,1,1,0,1,1,2,3,1,0,0,0,0,0,0,0,6,1,1,1,0.935734
47,CO,4051.08,920.5,3812.08,25,0.0,1,1108465,0.0,0.0,0.0,177.0,69.0,0.0,934.41,3916.51,3916.51,2,2,0,1,0,0,1,1,1,4,4,4,0,0,4,0,0,0,0,16,1,1,1,0.94999117
44,CO,1901.23,1001.29,1603.23,10,0.0,1,1078500,318.0,0.0,0.0,179.0,0.0,383.0,1007.12,1609.06,1609.06,5,4,1,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,7,1,1,1,0.7423226
67,CO,2796.48,469.0,1381.48,16,9.17,1,1078418,0.0,0.0,69.0,0.0,0.0,0.0,1248.11,2763.73,2901.73,2,2,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,3,1,1,1,0.9433044
74,CO,64.53,0.0,34.53,11,10.0,0,1078435,10.0,0.0,0.0,0.0,0.0,0.0,0.0,34.53,34.53,2,2,0,0,1,0,0,1,0,6,9,5,0,4,6,0,0,0,0,30,0,0,0,0.14943828
49,CO,7082.0,479.0,2905.0,15,10.0,0,1111439,590.0,0.0,298.0,177.0,621.0,0.0,479.0,3141.0,3239.0,4,3,1,0,1,0,1,1,1,2,11,0,3,0,0,0,0,0,0,16,1,1,1,0.92998534
29,CO,1373.31,465.34,1362.28,7,0.0,1,1113254,0.0,0.0,0.0,129.0,345.0,0.0,465.34,1362.28,1373.31,7,6,1,0,0,0,0,1,1,0,2,10,0,0,1,0,0,1,0,12,1,1,1,0.8869425
59,CO,11980.62,3495.87,7708.72,32,9.7,1,1001223,177.0,100.0,0.0,0.0,0.0,0.0,3495.87,7659.72,7708.72,1,1,0,0,1,1,1,1,1,8,4,1,0,2,3,0,0,0,0,18,1,1,1,0.98181045
61,CO,4764.27,1077.06,3446.39,28,10.0,1,1001691,0.0,0.0,228.0,218.0,0.0,199.0,1159.44,6717.61,7459.27,5,3,2,0,0,0,1,1,1,3,4,1,0,2,2,0,0,0,0,12,1,1,1,0.9426885
37,CO,3107.77,1691.77,3107.77,15,10.0,1,1001268,0.0,0.0,0.0,0.0,278.0,0.0,1870.77,3286.77,3286.77,5,3,2,0,0,0,0,1,1,0,0,0,1,0,2,0,0,3,0,0,1,1,1,0.9307221
51,CO,2407.35,1142.35,2167.35,8,10.0,1,1001400,0.0,0.0,0.0,0.0,556.0,0.0,1819.35,2844.35,2844.35,4,3,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,1,1,0.60831344
52,CO,5092.25,1504.49,4360.23,38,0.0,1,1001551,55.0,40.0,68.0,40.0,40.0,0.0,1983.74,5335.48,5684.16,8,8,0,0,0,0,0,0,1,8,3,6,0,2,9,0,0,0,0,28,1,1,1,0.8682355
59,CO,6885.99,4499.1,5304.99,28,10.0,1,1005120,59.0,0.0,79.0,0.0,276.0,158.0,5371.04,7769.96,9922.28,4,4,0,1,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0.9488389
40,CO,2117.0,474.0,1332.0,12,7.68,1,1003137,118.0,0.0,149.0,0.0,0.0,0.0,474.0,1332.0,1381.0,1,1,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0.8887962
29,CO,969.0,0.0,969.0,6,10.0,1,1009384,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1336.0,1336.0,5,5,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,2,0,2,0,0,0,0.077404715
52,CO,2530.0,1316.0,2331.0,0,9.25,1,1009425,0.0,0.0,199.0,412.0,285.0,269.0,1316.0,2331.0,2331.0,4,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0.48360682
46,CO,1633.0,0.0,1036.0,10,7.73,1,1001879,0.0,138.0,0.0,338.0,0.0,0.0,892.0,2224.39,2224.39,5,4,1,0,1,0,0,1,0,0,2,4,0,0,0,0,0,0,0,6,0,0,0,0.11464568
59,CO,8666.74,796.0,1842.0,26,7.08,1,1014634,59.0,307.0,358.0,377.0,476.0,0.0,796.0,2576.98,3753.98,5,5,0,1,1,1,1,1,1,5,10,2,2,0,8,0,0,0,0,27,1,1,1,0.95396096
51,CO,6436.5,3364.64,6436.5,34,10.0,1,1014666,0.0,0.0,0.0,0.0,414.0,0.0,3401.87,6766.57,6766.57,4,2,2,0,0,0,0,1,1,10,4,0,0,0,0,0,0,0,0,14,1,1,1,0.9496138
50,CO,5910.86,3594.94,5489.59,30,9.69,1,1004891,118.0,0.0,0.0,0.0,187.0,0.0,2496.94,7731.93,7731.93,9,7,2,0,0,0,1,1,1,0,0,0,0,3,3,0,0,0,0,6,1,1,1,0.95593077
63,CO,3471.91,1179.29,2924.52,18,0.0,1,1017313,278.0,0.0,0.0,0.0,0.0,0.0,1179.29,2924.52,3062.52,3,3,0,0,0,0,1,1,1,4,0,2,1,0,1,0,0,3,0,5,1,1,1,0.9563763
45,CO,1760.16,179.0,1122.16,5,6.59,1,1025698,0.0,0.0,0.0,159.0,0.0,179.0,179.0,1509.85,1509.85,3,2,1,0,0,1,0,1,0,0,0,2,1,0,2,0,0,0,0,5,0,0,0,0.10339801
65,CO,1861.54,12.4,957.54,9,8.79,1,1018434,455.0,0.0,0.0,0.0,138.0,358.0,12.4,1116.54,1704.54,2,2,0,0,1,0,0,1,0,4,2,2,0,0,0,0,0,0,0,8,0,0,0,0.38238403
41,CO,1572.26,0.0,858.0,2,5.18,1,1018704,8.88,179.28,0.0,0.0,0.0,0.0,0.0,439.0,858.0,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.031450924
45,CO,3298.0,998.0,3298.0,8,10.0,1,1046479,0.0,0.0,0.0,0.0,276.0,0.0,1011.9,3476.47,3476.47,7,3,4,0,0,0,0,1,1,3,5,5,0,0,2,0,0,0,0,15,1,1,1,0.8858796
39,CO,1634.36,499.0,1634.36,16,10.0,1,1012139,0.0,0.0,0.0,0.0,0.0,0.0,499.0,1634.36,1634.36,3,1,2,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,4,1,1,1,0.9035824
69,CO,7994.83,1705.4,5469.72,23,0.0,1,1022255,0.0,0.0,296.0,140.0,0.0,0.0,1705.4,5469.72,6657.83,1,1,0,0,1,1,1,1,1,26,22,20,0,0,10,0,0,0,0,78,1,1,1,0.9800443
52,CO,1418.36,179.0,562.36,8,7.58,1,1030902,149.0,0.0,149.0,326.0,169.0,179.0,179.0,741.36,890.36,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0.12986323
53,CO,8085.12,0.0,2852.64,12,0.0,0,1021332,59.0,0.0,0.0,0.0,69.0,0.0,0.0,3217.27,4749.77,7,7,0,1,1,1,1,1,0,5,4,0,0,0,1,0,0,0,0,10,0,0,0,0.36126906
48,CO,1453.0,199.0,996.0,5,10.0,1,1061378,149.0,159.0,149.0,159.0,69.0,199.0,199.0,996.0,1145.0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.084109366
78,CO,1527.94,0.0,732.94,4,10.0,1,1036934,0.0,69.0,0.0,0.0,0.0,0.0,0.0,732.94,801.94,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07307861
49,CO,648.0,179.0,648.0,2,7.25,1,1024975,0.0,0.0,0.0,0.0,0.0,179.0,179.0,648.0,648.0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05517977
46,CO,4958.0,1407.0,2881.0,10,0.0,1,1025126,417.0,338.0,447.0,596.0,676.0,0.0,1422.02,2921.5,3517.5,5,2,3,0,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,4,1,1,1,0.5059536
68,CO,1708.86,0.0,551.86,9,0.0,1,1069314,0.0,0.0,0.0,177.0,0.0,0.0,433.54,1783.4,1783.4,3,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07262148
57,CO,1767.64,908.0,922.64,11,8.24,1,1072017,0.0,138.0,79.0,0.0,0.0,0.0,908.0,922.64,1001.64,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0.7314132
45,CO,886.44,298.0,886.44,4,10.0,1,1051769,0.0,0.0,0.0,99.0,0.0,298.0,298.0,886.44,886.44,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0.15024847
79,CO,1200.33,436.33,892.33,9,0.0,1,1043375,149.0,159.0,0.0,248.0,159.0,0.0,436.33,644.33,892.33,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.7461461
37,CO,1309.34,199.0,840.34,6,10.0,1,1044476,0.0,0.0,0.0,0.0,69.0,199.0,199.0,840.34,840.34,1,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.11741824
25,CO,5789.52,1107.32,3306.86,29,0.0,1,1063147,0.0,59.0,0.0,79.0,60.0,30.0,2367.02,4566.56,5572.22,4,4,0,0,1,1,1,1,1,17,12,8,2,2,13,0,0,54,0,0,1,1,1,0.9711131
54,CO,1078.35,528.94,929.35,7,7.64,1,1048105,0.0,0.0,149.0,149.0,228.0,358.0,528.94,780.35,929.35,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5,0,0,1,0.8190885
20,CO,904.28,0.0,0.0,32,4.57,1,1049306,44.7,300.0,0.0,0.0,0.0,0.0,173.25,2560.67,2560.67,3,3,0,0,1,0,0,0,0,6,4,4,0,0,0,0,0,5,0,9,0,0,0,0.041220255
58,CO,4042.38,469.0,1807.1,18,0.0,1,1077102,0.0,690.0,217.0,394.0,69.0,0.0,469.0,1807.1,2103.21,1,1,0,0,1,1,1,1,1,4,5,0,4,2,3,0,0,1,0,17,1,1,1,0.97662705
51,CO,4299.96,1209.96,2307.96,12,8.98,1,1055272,199.0,458.0,398.0,0.0,0.0,0.0,1209.96,2368.12,3604.12,2,2,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0.92011434
70,CO,3270.97,958.17,1875.97,14,8.5,1,1077999,0.0,0.0,69.0,0.0,0.0,0.0,958.17,1875.97,2013.97,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,3,1,1,1,0.9616495
59,CO,3936.85,654.97,1763.85,18,9.74,1,1078133,59.0,0.0,149.0,0.0,0.0,79.0,654.97,1423.85,2061.85,4,4,0,1,1,1,1,1,1,2,3,3,3,0,2,0,0,3,0,10,1,1,1,0.9670506
51,CO,3727.0,0.0,2504.0,17,10.0,1,1060888,0.0,0.0,237.0,354.0,414.0,0.0,98.0,2602.0,3577.0,4,4,0,0,0,1,0,1,1,3,3,10,2,0,4,0,0,0,0,22,1,1,0,0.32075912
26,CO,895.48,0.0,707.0,24,10.0,0,1061307,59.0,0.0,0.0,169.0,69.0,0.0,224.21,987.95,1117.43,2,2,0,0,0,0,0,1,0,9,7,2,0,4,12,0,0,0,0,34,0,0,0,0.082287036
45,CO,6141.53,828.0,5101.53,16,8.78,1,1066209,0.0,238.0,218.0,0.0,207.0,0.0,833.0,5583.53,6687.47,5,2,3,0,0,0,1,1,1,7,7,4,1,0,1,0,0,0,0,20,1,1,1,0.90028256
51,CO,585.77,13.9,516.77,0,5.86,1,1078540,0.0,69.0,0.0,59.0,0.0,0.0,1401.68,4896.13,5161.13,4,4,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,8,0,0,0,0.065892786
68,CO,4391.19,1946.93,3424.61,18,6.35,1,1078642,0.0,0.0,0.0,177.0,0.0,0.0,1946.93,3424.61,3664.19,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,1,1,0.97459614
31,CO,1410.42,1218.9,1410.42,18,0.0,1,1069340,0.0,0.0,0.0,177.0,0.0,0.0,1223.71,3965.23,3965.23,12,2,10,0,0,0,0,0,1,3,0,1,1,1,1,0,0,1,0,6,1,1,1,0.8946376
31,CO,2602.02,1138.39,1387.02,19,10.0,1,1079621,139.0,0.0,138.0,0.0,0.0,0.0,1317.39,2441.91,3929.21,7,7,0,0,0,1,1,0,1,2,3,0,0,0,1,0,0,0,0,6,1,1,1,0.86596125
51,CO,10206.45,2145.0,5851.75,36,10.0,1,1069263,0.0,0.0,0.0,0.0,406.0,0.0,2186.76,5971.78,6249.9,5,3,2,1,1,1,1,1,1,5,1,11,0,0,1,0,0,5,0,13,1,1,1,0.97713757
64,CO,5303.31,0.0,2956.68,38,10.0,1,1089670,100.0,0.0,0.0,0.0,158.0,0.0,2206.88,6309.67,6910.52,5,5,0,0,1,1,1,1,0,2,1,1,1,1,3,0,0,0,0,9,0,0,0,0.24924518
68,CO,4506.31,981.05,2918.31,15,6.16,1,1100391,278.0,894.0,298.0,0.0,159.0,0.0,985.05,2922.31,3040.31,2,2,0,0,0,0,1,1,1,4,1,4,3,0,1,0,0,5,0,8,1,1,1,0.9459702
22,CO,1815.0,320.54,760.54,4,10.0,1,1076819,0.0,0.0,0.0,0.0,0.0,0.0,320.54,1229.54,1568.54,3,3,0,1,1,1,1,0,1,4,4,2,0,2,1,0,0,0,0,13,1,1,0,0.3485297
49,CO,2612.22,480.69,948.22,38,7.6,0,1103133,0.0,0.0,0.0,0.0,0.0,0.0,900.69,2934.69,3032.69,3,2,1,0,1,1,1,1,1,6,10,7,1,3,4,0,0,0,0,31,1,1,1,0.9537598
54,CO,2670.13,0.0,1198.2,82,10.0,1,1078373,0.0,0.0,55.0,0.0,0.0,0.0,2491.22,6965.47,7150.44,4,2,2,0,0,1,0,1,0,2,5,4,1,1,7,0,0,0,0,20,0,0,0,0.11813492
66,CO,3226.04,126.47,1628.25,22,10.0,1,1106032,0.0,0.0,148.0,0.0,0.0,0.0,126.47,1628.25,1918.37,1,1,0,0,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,6,1,1,1,0.68501174
52,CO,6777.77,1415.0,3708.66,20,9.54,1,1106084,0.0,0.0,148.0,149.0,0.0,0.0,1484.4,3963.13,5148.24,5,4,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0,5,1,1,1,0.9733812
68,CO,2581.18,689.13,2080.35,37,10.0,1,1106093,0.0,0.0,0.0,0.0,0.0,0.0,1088.13,4369.04,4636.41,5,4,1,1,0,0,1,0,0,10,7,8,1,0,3,0,0,0,0,29,0,0,1,0.7151599
50,CO,458.0,0.0,458.0,4,10.0,1,1079061,0.0,0.0,0.0,0.0,69.0,0.0,0.0,458.0,458.0,3,1,2,0,0,0,0,1,0,2,1,2,0,0,3,0,0,0,0,8,0,0,0,0.017090186
74,CO,5022.68,958.0,2230.82,15,0.0,1,1078253,0.0,207.0,79.0,0.0,414.0,0.0,420.0,2230.82,3446.82,5,3,2,0,1,1,0,1,1,11,3,2,0,0,1,0,0,2,0,15,1,1,1,0.94913846
52,CO,3113.5,469.0,1397.0,14,10.0,1,1110387,59.0,0.0,0.0,0.0,0.0,0.0,837.0,2274.0,2323.0,3,3,0,1,1,1,1,1,1,1,0,1,0,0,2,0,0,1,0,3,1,1,1,0.951056
86,CO,3037.0,5.0,2168.0,3,0.0,1,1078469,270.0,0.0,0.0,0.0,477.0,0.0,5.0,2168.0,2168.0,2,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.29275644
56,CO,3564.42,498.94,1706.42,14,10.0,1,1079240,236.0,276.0,0.0,295.0,0.0,0.0,498.94,1706.42,1775.42,1,1,0,0,1,1,1,1,1,0,3,2,0,0,0,0,0,3,0,2,1,1,1,0.95360494
45,CO,1149.92,498.94,990.92,9,7.76,1,1119906,159.0,0.0,0.0,0.0,0.0,0.0,498.94,990.92,990.92,7,6,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,3,1,1,1,0.8424393
32,CO,1816.0,1198.0,1396.0,7,10.0,1,1083533,0.0,0.0,0.0,198.0,0.0,0.0,1205.03,1208.62,1406.62,2,2,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,0,2,1,1,1,0.8316086
46,CO,1153.98,0.0,714.98,10,10.0,1,1099162,0.0,0.0,0.0,118.0,138.0,0.0,0.0,714.98,1153.98,1,1,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0.07673193
53,CO,4962.61,1912.84,4962.61,21,10.0,1,1100247,0.0,0.0,0.0,996.0,0.0,0.0,1935.76,5788.41,5788.41,4,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.95196694
18,CO,4634.38,393.13,1595.38,59,10.0,1,1100313,0.0,0.0,0.0,30.0,0.0,179.0,1043.52,7543.44,13073.95,3,2,1,1,1,1,1,0,1,0,0,2,0,3,0,0,0,5,0,0,1,1,0,0.18876174
40,CO,1772.04,1050.04,1757.04,0,10.0,1,1123616,0.0,0.0,0.0,199.0,0.0,0.0,1050.04,2421.38,2421.38,2,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,4,1,1,1,0.8634901
59,CO,6566.15,1038.0,2828.69,17,5.52,1,1124393,0.0,0.0,0.0,0.0,0.0,149.0,889.0,2828.69,3591.43,3,3,0,1,0,1,1,1,1,3,0,0,1,0,0,0,0,3,0,1,1,1,1,0.9556893
53,CO,2687.02,478.06,1342.02,13,10.0,1,1100719,59.0,0.0,0.0,0.0,0.0,0.0,478.06,1342.02,1391.02,1,1,0,0,1,1,1,1,1,0,2,2,0,0,3,0,0,0,0,7,1,1,1,0.9719916
32,CO,3170.11,0.0,1306.11,7,10.0,1,1101000,0.0,69.0,79.0,295.0,69.0,0.0,0.0,1306.11,1844.11,2,2,0,1,1,1,1,1,0,0,0,6,0,1,0,0,0,0,0,7,0,0,0,0.15658838
41,CO,4824.84,1108.0,2782.84,6,0.0,0,1102423,0.0,0.0,199.0,0.0,79.0,0.0,1108.0,2782.84,4015.84,1,1,0,0,1,1,1,1,1,1,4,4,3,0,0,0,0,12,0,0,1,1,1,0.95117337
55,CO,18659.08,1984.33,2326.9,29,8.52,1,1104959,0.0,138.0,0.0,295.0,0.0,0.0,1984.33,5069.81,5069.81,4,4,0,1,0,0,0,0,1,2,4,1,0,0,2,0,0,0,0,9,1,1,1,0.84632677
38,CO,598.0,179.0,598.0,10,10.0,0,1114989,0.0,0.0,0.0,0.0,0.0,179.0,448.0,2332.0,2381.0,3,2,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,4,0,0,0,0.18371512
73,CO,1569.75,0.0,1060.75,6,10.0,1,1118049,59.0,0.0,0.0,0.0,276.0,0.0,0.0,1060.75,1060.75,3,3,0,1,0,0,0,0,1,0,4,8,0,0,0,0,0,0,0,12,1,1,0,0.19269237
44,CO,6104.66,1515.0,4282.66,23,0.0,1,1120414,0.0,0.0,0.0,295.0,0.0,0.0,2121.76,5527.93,5612.46,6,2,4,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0.95118326
